hcpcs_code,hcpcs_desc,hcpcs_effectivedt,hcpcs_terminationdt
G8721,"Pt category (primary tumor), pn category (regional lymph nodes), and histologicgrade were documented in pathology report                              ",2012-01-01 05:00:00,
G8722,"Documentation of medical reason(s) for not including the pt category, the pncategory or the histologic grade in the pathology report (e.g., re-exc    ",2014-01-01 05:00:00,
G8723,Specimen site is other than anatomic location of primary tumor                                                                                        ,2012-01-01 05:00:00,
G8724,"Pt category, pn category and histologic grade were not documented in thepathology report, reason not given                                            ",2013-01-01 05:00:00,
G8725,"Fasting lipid profile performed (triglycerides, ldl-c, hdl-c and totalcholesterol)                                                                    ",2012-01-01 05:00:00,
G8726,"Clinician has documented reason for not performing fasting lipid profile (e.g.,patient declined, other patient reasons)                               ",2013-01-01 05:00:00,
G8727,"Patient receiving hemodialysis, peritoneal dialysis or kidney transplantation                                                                         ",2013-01-01 05:00:00,1356930000000.0
G8728,"Fasting lipid profile not performed, reason not given                                                                                                 ",2013-01-01 05:00:00,
G8730,Pain assessment documented as positive using a standardized tool and afollow-up plan is documented                                                    ,2014-01-01 05:00:00,
G8731,"Pain assessment using a standardized tool is documented as negative, nofollow-up plan required                                                        ",2014-01-01 05:00:00,
G8732,"No documentation of pain assessment, reason not given                                                                                                 ",2013-01-01 05:00:00,
